Niveluri de instruire, Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Invatamant gimnazial - clasele V-VIII secundar ciclul 1, Feminin, Regiunea VEST, Anul 2016, Numar persoane, 6931
Invatamant gimnazial - clasele V-VIII secundar ciclul 1, Feminin, Regiunea VEST, Anul 2017, Numar persoane, 7001
Invatamant gimnazial - clasele V-VIII secundar ciclul 1, Feminin, Arad, Anul 2013, Numar persoane, 1873
Invatamant gimnazial - clasele V-VIII secundar ciclul 1, Feminin, Arad, Anul 2014, Numar persoane, 1783
Invatamant gimnazial - clasele V-VIII secundar ciclul 1, Feminin, Arad, Anul 2015, Numar persoane, 1751
Invatamant gimnazial - clasele V-VIII secundar ciclul 1, Feminin, Arad, Anul 2016, Numar persoane, 1668
Invatamant gimnazial - clasele V-VIII secundar ciclul 1, Feminin, Arad, Anul 2017, Numar persoane, 1669
Invatamant gimnazial - clasele V-VIII secundar ciclul 1, Feminin, Caras-Severin, Anul 2013, Numar persoane, 1214
Invatamant gimnazial - clasele V-VIII secundar ciclul 1, Feminin, Caras-Severin, Anul 2014, Numar persoane, 1260
Invatamant gimnazial - clasele V-VIII secundar ciclul 1, Feminin, Caras-Severin, Anul 2015, Numar persoane, 1119
Invatamant gimnazial - clasele V-VIII secundar ciclul 1, Feminin, Caras-Severin, Anul 2016, Numar persoane, 1120
Invatamant gimnazial - clasele V-VIII secundar ciclul 1, Feminin, Caras-Severin, Anul 2017, Numar persoane, 1155
Invatamant gimnazial - clasele V-VIII secundar ciclul 1, Feminin, Hunedoara, Anul 2013, Numar persoane, 1870
Invatamant gimnazial - clasele V-VIII secundar ciclul 1, Feminin, Hunedoara, Anul 2014, Numar persoane, 1906
Invatamant gimnazial - clasele V-VIII secundar ciclul 1, Feminin, Hunedoara, Anul 2015, Numar persoane, 1893
Invatamant gimnazial - clasele V-VIII secundar ciclul 1, Feminin, Hunedoara, Anul 2016, Numar persoane, 1669
Invatamant gimnazial - clasele V-VIII secundar ciclul 1, Feminin, Hunedoara, Anul 2017, Numar persoane, 1643
Invatamant gimnazial - clasele V-VIII secundar ciclul 1, Feminin, Timis, Anul 2013, Numar persoane, 2617
Invatamant gimnazial - clasele V-VIII secundar ciclul 1, Feminin, Timis, Anul 2014, Numar persoane, 2557
Invatamant gimnazial - clasele V-VIII secundar ciclul 1, Feminin, Timis, Anul 2015, Numar persoane, 2491
Invatamant gimnazial - clasele V-VIII secundar ciclul 1, Feminin, Timis, Anul 2016, Numar persoane, 2474
Invatamant gimnazial - clasele V-VIII secundar ciclul 1, Feminin, Timis, Anul 2017, Numar persoane, 2534
Invatamant special primar si gimnazial, Masculin, TOTAL, Anul 2013, Numar persoane, 1437
Invatamant special primar si gimnazial, Masculin, TOTAL, Anul 2014, Numar persoane, 1399
Invatamant special primar si gimnazial, Masculin, TOTAL, Anul 2015, Numar persoane, 1541
Invatamant special primar si gimnazial, Masculin, TOTAL, Anul 2016, Numar persoane, 1620
Invatamant special primar si gimnazial, Masculin, TOTAL, Anul 2017, Numar persoane, 1433
Invatamant special primar si gimnazial, Masculin, Bihor, Anul 2013, Numar persoane, 104
Invatamant special primar si gimnazial, Masculin, Bihor, Anul 2014, Numar persoane, 58
Invatamant special primar si gimnazial, Masculin, Bihor, Anul 2015, Numar persoane, 42
Invatamant special primar si gimnazial, Masculin, Bihor, Anul 2016, Numar persoane, 71
Invatamant special primar si gimnazial, Masculin, Bihor, Anul 2017, Numar persoane, 69
Invatamant special primar si gimnazial, Masculin, Bistrita-Nasaud, Anul 2013, Numar persoane, 72
Invatamant special primar si gimnazial, Masculin, Bistrita-Nasaud, Anul 2014, Numar persoane, 57
Invatamant special primar si gimnazial, Masculin, Bistrita-Nasaud, Anul 2015, Numar persoane, 72
Invatamant special primar si gimnazial, Masculin, Bistrita-Nasaud, Anul 2016, Numar persoane, 68
Invatamant special primar si gimnazial, Masculin, Bistrita-Nasaud, Anul 2017, Numar persoane, 66
Invatamant special primar si gimnazial, Masculin, Cluj, Anul 2013, Numar persoane, 96
Invatamant special primar si gimnazial, Masculin, Cluj, Anul 2014, Numar persoane, 118
Invatamant special primar si gimnazial, Masculin, Cluj, Anul 2015, Numar persoane, 104
Invatamant special primar si gimnazial, Masculin, Cluj, Anul 2016, Numar persoane, 95
Invatamant special primar si gimnazial, Masculin, Cluj, Anul 2017, Numar persoane, 95
Invatamant special primar si gimnazial, Masculin, Maramures, Anul 2013, Numar persoane, 47
Invatamant special primar si gimnazial, Masculin, Maramures, Anul 2014, Numar persoane, 51
Invatamant special primar si gimnazial, Masculin, Maramures, Anul 2015, Numar persoane, 61
Invatamant special primar si gimnazial, Masculin, Maramures, Anul 2016, Numar persoane, 63
Invatamant special primar si gimnazial, Masculin, Maramures, Anul 2017, Numar persoane, 39
Invatamant special primar si gimnazial, Masculin, Satu Mare, Anul 2013, Numar persoane, 5
Invatamant special primar si gimnazial, Masculin, Satu Mare, Anul 2014, Numar persoane, 5
Invatamant special primar si gimnazial, Masculin, Satu Mare, Anul 2015, Numar persoane, 9
Invatamant special primar si gimnazial, Masculin, Satu Mare, Anul 2016, Numar persoane, 13
Invatamant special primar si gimnazial, Masculin, Satu Mare, Anul 2017, Numar persoane, 13
Invatamant special primar si gimnazial, Masculin, Salaj, Anul 2013, Numar persoane, 10
Invatamant special primar si gimnazial, Masculin, Salaj, Anul 2015, Numar persoane, 16
Invatamant special primar si gimnazial, Masculin, Salaj, Anul 2016, Numar persoane, 4
Invatamant special primar si gimnazial, Masculin, Salaj, Anul 2017, Numar persoane, 10
Invatamant special primar si gimnazial, Masculin, Alba, Anul 2013, Numar persoane, 24
Invatamant special primar si gimnazial, Masculin, Alba, Anul 2014, Numar persoane, 45
Invatamant special primar si gimnazial, Masculin, Alba, Anul 2015, Numar persoane, 31
Invatamant special primar si gimnazial, Masculin, Alba, Anul 2016, Numar persoane, 23
Invatamant special primar si gimnazial, Masculin, Alba, Anul 2017, Numar persoane, 30
Invatamant special primar si gimnazial, Masculin, Brasov, Anul 2013, Numar persoane, 41
Invatamant special primar si gimnazial, Masculin, Brasov, Anul 2014, Numar persoane, 46
Invatamant special primar si gimnazial, Masculin, Brasov, Anul 2015, Numar persoane, 33
Invatamant special primar si gimnazial, Masculin, Brasov, Anul 2016, Numar persoane, 38
Invatamant special primar si gimnazial, Masculin, Brasov, Anul 2017, Numar persoane, 41
Invatamant special primar si gimnazial, Masculin, Covasna, Anul 2013, Numar persoane, 18
Invatamant special primar si gimnazial, Masculin, Covasna, Anul 2014, Numar persoane, 29
Invatamant special primar si gimnazial, Masculin, Covasna, Anul 2015, Numar persoane, 33
Invatamant special primar si gimnazial, Masculin, Covasna, Anul 2016, Numar persoane, 16
Invatamant special primar si gimnazial, Masculin, Covasna, Anul 2017, Numar persoane, 25
Invatamant special primar si gimnazial, Masculin, Harghita, Anul 2013, Numar persoane, 9
Invatamant special primar si gimnazial, Masculin, Harghita, Anul 2014, Numar persoane, 5
Invatamant special primar si gimnazial, Masculin, Harghita, Anul 2015, Numar persoane, 16
Invatamant special primar si gimnazial, Masculin, Harghita, Anul 2016, Numar persoane, 9
Invatamant special primar si gimnazial, Masculin, Harghita, Anul 2017, Numar persoane, 10
Invatamant special primar si gimnazial, Masculin, Mures, Anul 2013, Numar persoane, 15
Invatamant special primar si gimnazial, Masculin, Mures, Anul 2014, Numar persoane, 28
Invatamant special primar si gimnazial, Masculin, Mures, Anul 2015, Numar persoane, 44
Invatamant special primar si gimnazial, Masculin, Mures, Anul 2016, Numar persoane, 37
Invatamant special primar si gimnazial, Masculin, Mures, Anul 2017, Numar persoane, 49
Invatamant special primar si gimnazial, Masculin, Sibiu, Anul 2013, Numar persoane, 47
Invatamant special primar si gimnazial, Masculin, Sibiu, Anul 2014, Numar persoane, 38
Invatamant special primar si gimnazial, Masculin, Sibiu, Anul 2015, Numar persoane, 43
Invatamant special primar si gimnazial, Masculin, Sibiu, Anul 2016, Numar persoane, 42
Invatamant special primar si gimnazial, Masculin, Sibiu, Anul 2017, Numar persoane, 55
Invatamant special primar si gimnazial, Masculin, Bacau, Anul 2013, Numar persoane, 15
Invatamant special primar si gimnazial, Masculin, Bacau, Anul 2014, Numar persoane, 31
Invatamant special primar si gimnazial, Masculin, Bacau, Anul 2015, Numar persoane, 24
Invatamant special primar si gimnazial, Masculin, Bacau, Anul 2016, Numar persoane, 20
Invatamant special primar si gimnazial, Masculin, Bacau, Anul 2017, Numar persoane, 16
Invatamant special primar si gimnazial, Masculin, Botosani, Anul 2013, Numar persoane, 17
Invatamant special primar si gimnazial, Masculin, Botosani, Anul 2014, Numar persoane, 18
Invatamant special primar si gimnazial, Masculin, Botosani, Anul 2015, Numar persoane, 24
Invatamant special primar si gimnazial, Masculin, Botosani, Anul 2016, Numar persoane, 25
Invatamant special primar si gimnazial, Masculin, Botosani, Anul 2017, Numar persoane, 24
Invatamant special primar si gimnazial, Masculin, Iasi, Anul 2013, Numar persoane, 78
Invatamant special primar si gimnazial, Masculin, Iasi, Anul 2014, Numar persoane, 89
Invatamant special primar si gimnazial, Masculin, Iasi, Anul 2015, Numar persoane, 81
Invatamant special primar si gimnazial, Masculin, Iasi, Anul 2016, Numar persoane, 83
Invatamant special primar si gimnazial, Masculin, Iasi, Anul 2017, Numar persoane, 83
Invatamant special primar si gimnazial, Masculin, Neamt, Anul 2013, Numar persoane, 25
Invatamant special primar si gimnazial, Masculin, Neamt, Anul 2014, Numar persoane, 19
Invatamant special primar si gimnazial, Masculin, Neamt, Anul 2015, Numar persoane, 33
Invatamant special primar si gimnazial, Masculin, Neamt, Anul 2016, Numar persoane, 25
Invatamant special primar si gimnazial, Masculin, Neamt, Anul 2017, Numar persoane, 33
Invatamant special primar si gimnazial, Masculin, Suceava, Anul 2013, Numar persoane, 93
Invatamant special primar si gimnazial, Masculin, Suceava, Anul 2014, Numar persoane, 95
Invatamant special primar si gimnazial, Masculin, Suceava, Anul 2015, Numar persoane, 108
Invatamant special primar si gimnazial, Masculin, Suceava, Anul 2016, Numar persoane, 103
Invatamant special primar si gimnazial, Masculin, Suceava, Anul 2017, Numar persoane, 109
Invatamant special primar si gimnazial, Masculin, Vaslui, Anul 2013, Numar persoane, 46
Invatamant special primar si gimnazial, Masculin, Vaslui, Anul 2014, Numar persoane, 37
Invatamant special primar si gimnazial, Masculin, Vaslui, Anul 2015, Numar persoane, 39
Invatamant special primar si gimnazial, Masculin, Vaslui, Anul 2016, Numar persoane, 46
Invatamant special primar si gimnazial, Masculin, Vaslui, Anul 2017, Numar persoane, 38
Invatamant special primar si gimnazial, Masculin, Braila, Anul 2013, Numar persoane, 6
Invatamant special primar si gimnazial, Masculin, Braila, Anul 2014, Numar persoane, 1
Invatamant special primar si gimnazial, Masculin, Braila, Anul 2015, Numar persoane, 1
Invatamant special primar si gimnazial, Masculin, Braila, Anul 2016, Numar persoane, 20
Invatamant special primar si gimnazial, Masculin, Braila, Anul 2017, Numar persoane, 10
Invatamant special primar si gimnazial, Masculin, Buzau, Anul 2013, Numar persoane, 31
Invatamant special primar si gimnazial, Masculin, Buzau, Anul 2014, Numar persoane, 27
Invatamant special primar si gimnazial, Masculin, Buzau, Anul 2015, Numar persoane, 43
Invatamant special primar si gimnazial, Masculin, Buzau, Anul 2016, Numar persoane, 30
Invatamant special primar si gimnazial, Masculin, Buzau, Anul 2017, Numar persoane, 33
Invatamant special primar si gimnazial, Masculin, Constanta, Anul 2013, Numar persoane, 41
Invatamant special primar si gimnazial, Masculin, Constanta, Anul 2014, Numar persoane, 39
Invatamant special primar si gimnazial, Masculin, Constanta, Anul 2015, Numar persoane, 40
Invatamant special primar si gimnazial, Masculin, Constanta, Anul 2016, Numar persoane, 56
Invatamant special primar si gimnazial, Masculin, Constanta, Anul 2017, Numar persoane, 43
Invatamant special primar si gimnazial, Masculin, Galati, Anul 2013, Numar persoane, 52
Invatamant special primar si gimnazial, Masculin, Galati, Anul 2014, Numar persoane, 36
Invatamant special primar si gimnazial, Masculin, Galati, Anul 2015, Numar persoane, 28
Invatamant special primar si gimnazial, Masculin, Galati, Anul 2016, Numar persoane, 46
Invatamant special primar si gimnazial, Masculin, Galati, Anul 2017, Numar persoane, 25
Invatamant special primar si gimnazial, Masculin, Tulcea, Anul 2013, Numar persoane, 3
Invatamant special primar si gimnazial, Masculin, Tulcea, Anul 2014, Numar persoane, 1
Invatamant special primar si gimnazial, Masculin, Tulcea, Anul 2015, Numar persoane, 7
Invatamant special primar si gimnazial, Masculin, Tulcea, Anul 2016, Numar persoane, 2
Invatamant special primar si gimnazial, Masculin, Tulcea, Anul 2017, Numar persoane, 7
Invatamant special primar si gimnazial, Masculin, Vrancea, Anul 2013, Numar persoane, 23
Invatamant special primar si gimnazial, Masculin, Vrancea, Anul 2014, Numar persoane, 20
Invatamant special primar si gimnazial, Masculin, Vrancea, Anul 2015, Numar persoane, 17
Invatamant special primar si gimnazial, Masculin, Vrancea, Anul 2016, Numar persoane, 36
Invatamant special primar si gimnazial, Masculin, Vrancea, Anul 2017, Numar persoane, 16
Invatamant special primar si gimnazial, Masculin, Arges, Anul 2013, Numar persoane, 17
Invatamant special primar si gimnazial, Masculin, Arges, Anul 2014, Numar persoane, 20
Invatamant special primar si gimnazial, Masculin, Arges, Anul 2015, Numar persoane, 17
Invatamant special primar si gimnazial, Masculin, Arges, Anul 2016, Numar persoane, 22
Invatamant special primar si gimnazial, Masculin, Arges, Anul 2017, Numar persoane, 26
Invatamant special primar si gimnazial, Masculin, Calarasi, Anul 2013, Numar persoane, 3
Invatamant special primar si gimnazial, Masculin, Calarasi, Anul 2014, Numar persoane, 2
Invatamant special primar si gimnazial, Masculin, Calarasi, Anul 2015, Numar persoane, 8
Invatamant special primar si gimnazial, Masculin, Calarasi, Anul 2016, Numar persoane, 8
Invatamant special primar si gimnazial, Masculin, Dambovita, Anul 2013, Numar persoane, 7
Invatamant special primar si gimnazial, Masculin, Dambovita, Anul 2014, Numar persoane, 7
Invatamant special primar si gimnazial, Masculin, Dambovita, Anul 2015, Numar persoane, 22
Invatamant special primar si gimnazial, Masculin, Dambovita, Anul 2016, Numar persoane, 16
Invatamant special primar si gimnazial, Masculin, Dambovita, Anul 2017, Numar persoane, 16
Invatamant special primar si gimnazial, Masculin, Giurgiu, Anul 2013, Numar persoane, 2
Invatamant special primar si gimnazial, Masculin, Giurgiu, Anul 2014, Numar persoane, 6
Invatamant special primar si gimnazial, Masculin, Giurgiu, Anul 2015, Numar persoane, 5
Invatamant special primar si gimnazial, Masculin, Giurgiu, Anul 2016, Numar persoane, 5
Invatamant special primar si gimnazial, Masculin, Giurgiu, Anul 2017, Numar persoane, 6
Invatamant special primar si gimnazial, Masculin, Ialomita, Anul 2014, Numar persoane, 5
Invatamant special primar si gimnazial, Masculin, Ialomita, Anul 2015, Numar persoane, 7
Invatamant special primar si gimnazial, Masculin, Ialomita, Anul 2016, Numar persoane, 16
Invatamant special primar si gimnazial, Masculin, Ialomita, Anul 2017, Numar persoane, 6
Invatamant special primar si gimnazial, Masculin, Prahova, Anul 2013, Numar persoane, 40
Invatamant special primar si gimnazial, Masculin, Prahova, Anul 2014, Numar persoane, 40
Invatamant special primar si gimnazial, Masculin, Prahova, Anul 2015, Numar persoane, 68
Invatamant special primar si gimnazial, Masculin, Prahova, Anul 2016, Numar persoane, 48
Invatamant special primar si gimnazial, Masculin, Prahova, Anul 2017, Numar persoane, 56
Invatamant special primar si gimnazial, Masculin, Teleorman, Anul 2013, Numar persoane, 12
Invatamant special primar si gimnazial, Masculin, Teleorman, Anul 2014, Numar persoane, 18
Invatamant special primar si gimnazial, Masculin, Teleorman, Anul 2015, Numar persoane, 19
Invatamant special primar si gimnazial, Masculin, Teleorman, Anul 2016, Numar persoane, 13
Invatamant special primar si gimnazial, Masculin, Teleorman, Anul 2017, Numar persoane, 10
Invatamant special primar si gimnazial, Masculin, Ilfov, Anul 2013, Numar persoane, 15
Invatamant special primar si gimnazial, Masculin, Ilfov, Anul 2014, Numar persoane, 3
Invatamant special primar si gimnazial, Masculin, Ilfov, Anul 2015, Numar persoane, 9
Invatamant special primar si gimnazial, Masculin, Ilfov, Anul 2016, Numar persoane, 3
Invatamant special primar si gimnazial, Masculin, Ilfov, Anul 2017, Numar persoane, 18
Invatamant special primar si gimnazial, Masculin, Dolj, Anul 2013, Numar persoane, 9
Invatamant special primar si gimnazial, Masculin, Dolj, Anul 2014, Numar persoane, 11
Invatamant special primar si gimnazial, Masculin, Dolj, Anul 2015, Numar persoane, 16
Invatamant special primar si gimnazial, Masculin, Dolj, Anul 2016, Numar persoane, 14
Invatamant special primar si gimnazial, Masculin, Dolj, Anul 2017, Numar persoane, 12
Invatamant special primar si gimnazial, Masculin, Gorj, Anul 2013, Numar persoane, 9
Invatamant special primar si gimnazial, Masculin, Gorj, Anul 2014, Numar persoane, 8
Invatamant special primar si gimnazial, Masculin, Gorj, Anul 2015, Numar persoane, 15
Invatamant special primar si gimnazial, Masculin, Gorj, Anul 2016, Numar persoane, 3
Invatamant special primar si gimnazial, Masculin, Gorj, Anul 2017, Numar persoane, 7
Invatamant special primar si gimnazial, Masculin, Mehedinti, Anul 2013, Numar persoane, 8
Invatamant special primar si gimnazial, Masculin, Mehedinti, Anul 2014, Numar persoane, 8
Invatamant special primar si gimnazial, Masculin, Mehedinti, Anul 2015, Numar persoane, 9
Invatamant special primar si gimnazial, Masculin, Mehedinti, Anul 2016, Numar persoane, 13
Invatamant special primar si gimnazial, Masculin, Mehedinti, Anul 2017, Numar persoane, 3
Invatamant special primar si gimnazial, Masculin, Olt, Anul 2013, Numar persoane, 9
Invatamant special primar si gimnazial, Masculin, Olt, Anul 2014, Numar persoane, 9
Invatamant special primar si gimnazial, Masculin, Olt, Anul 2015, Numar persoane, 12
Invatamant special primar si gimnazial, Masculin, Olt, Anul 2016, Numar persoane, 4
Invatamant special primar si gimnazial, Masculin, Olt, Anul 2017, Numar persoane, 3
Invatamant special primar si gimnazial, Masculin, Valcea, Anul 2013, Numar persoane, 12
Invatamant special primar si gimnazial, Masculin, Valcea, Anul 2014, Numar persoane, 12
Invatamant special primar si gimnazial, Masculin, Valcea, Anul 2015, Numar persoane, 12
Invatamant special primar si gimnazial, Masculin, Valcea, Anul 2016, Numar persoane, 48
Invatamant special primar si gimnazial, Masculin, Valcea, Anul 2017, Numar persoane, 16
Invatamant special primar si gimnazial, Masculin, Regiunea VEST, Anul 2013, Numar persoane, 195
Invatamant special primar si gimnazial, Masculin, Regiunea VEST, Anul 2014, Numar persoane, 188
Invatamant special primar si gimnazial, Masculin, Regiunea VEST, Anul 2015, Numar persoane, 206
